网课专线,#genre#
一年级上美术008-勤劳的小蚂蚁,https://d006.eduyun.cn/videoworks/mda-kj4gwaw80neughz3/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】勤劳的小蚂蚁.m3u8
一年级上美术009-昆虫一家,https://d006.eduyun.cn/videoworks/mda-kkegut33jdv4taa5/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】昆虫一家.m3u8
一年级上美术010-多彩的秋天,https://d006.eduyun.cn/videoworks/mda-kknbp3dbmktv13bk/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】多彩的秋天.m3u8
一年级上美术011-早餐,https://d006.eduyun.cn/videoworks/mda-kkvc42jzaamfb5x9/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】早餐.m3u8
一年级上美术012-特色小吃,https://d006.eduyun.cn/videoworks/mda-kk0hs8eztkyz9q26/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】特色小吃.m3u8
一年级上美术013-小彩灯,https://d006.eduyun.cn/videoworks/mda-kmdgbnmgq9ieeu9a/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】小彩灯.m3u8
一年级上美术014-花手套,https://d006.eduyun.cn/videoworks/mda-kmdgzuugbn95yfdm/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】花手套.m3u8
一年级上美术015-偶戏,https://d006.eduyun.cn/videoworks/mda-kmhh509j9f6i12u9/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】偶戏.m3u8
一年级上美术016-民间泥玩具,https://d006.eduyun.cn/videoworks/mda-kmjh0pu97sxix627/ykt_tbkt_hls_1080_7/video/一年级【美术（人美版）】民间泥玩具.m3u8
----数学,#genre#
一年级上数学001-数一数,https://d006.eduyun.cn/videoworks/mda-kicm42jzm6rw4fnd/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】数一数.m3u8
一年级上数学002-比多少,https://d006.eduyun.cn/videoworks/mda-kicm490fyr95pyf4/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】比多少.m3u8
一年级上数学003-上、下、前、后,https://d006.eduyun.cn/videoworks/mda-kicmcxn0qpmzuyaz/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】上、下、前、后.m3u8
一年级上数学004-左、右,https://d006.eduyun.cn/videoworks/mda-kidbg9wpmdpimsbu/ykt_tbkt_hls_1080_4/video/一年级数学（人教版）《左右》.m3u8
一年级上数学005-1～5的认识,https://d006.eduyun.cn/videoworks/mda-kjyhjde3xnemc16n/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）005】1-5的认识.m3u8
一年级上数学006-比大小,https://d006.eduyun.cn/videoworks/mda-kiggg2zszfgnyyv4/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】比大小.m3u8
一年级上数学007-第几,https://d006.eduyun.cn/videoworks/mda-kiggu7es45jyyeq4/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】第几.m3u8
一年级上数学008-分与合,https://d006.eduyun.cn/videoworks/mda-kiiqruvdm9wfhgfs/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】分与合.m3u8
一年级上数学009-1～5的认识练习,https://d006.eduyun.cn/videoworks/mda-kiiq5mu3taac8ttk/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】1~5的认识练习.m3u8
一年级上数学010-加法的初步认识,https://d006.eduyun.cn/videoworks/mda-kijhqbvqjavehm3a/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】加法的初步认识.m3u8
一年级上数学011-减法的初步认识,https://d006.eduyun.cn/videoworks/mda-kipdzcg077sz7mq4/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】减法的初步认识.m3u8
一年级上数学012-加减法的初步认识练习,https://d006.eduyun.cn/videoworks/mda-kishtvgswj5qaty8/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】加、减法的初步认识练习.m3u8
一年级上数学013-0的认识,https://d006.eduyun.cn/videoworks/mda-kish1up3qvczpmpn/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】0的认识.m3u8
一年级上数学014-0的加减法,https://d006.eduyun.cn/videoworks/mda-kitfyv4tvmtph9u3/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】0的加减法.m3u8
一年级上数学015-1～5的认识和加减法的整理和复习,https://d006.eduyun.cn/videoworks/mda-kitfz1at4rpzkvna/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】1~5的认识和加减法整理和复习.m3u8
一年级上数学016-认识立体图形（第1课时）,https://d006.eduyun.cn/videoworks/mda-kitf5ciwb4wv8twh/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】认识立体图形（第1课时）.m3u8
一年级上数学017-认识立体图形（第2课时）,https://d006.eduyun.cn/videoworks/mda-kiydqp5pzzu5r05b/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】认识立体图形（第2课时）.m3u8
一年级上数学018-解决问题,https://d006.eduyun.cn/videoworks/mda-kiydsjqmay2kv3qd/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题.m3u8
一年级上数学019-6、7的认识,https://d006.eduyun.cn/videoworks/mda-kiziz8qwfpa8vshd/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】6、7的认识.m3u8
一年级上数学020-6、7的分与合,https://d006.eduyun.cn/videoworks/mda-ki2hu81ke2fb9nje/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】6、7的分与合.m3u8
一年级上数学021-6、7的加减法,https://d006.eduyun.cn/videoworks/mda-ki4b09y6i57pqvjj/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】6、7的加减法.m3u8
一年级上数学022-6、7的认识和加减法练习,https://d006.eduyun.cn/videoworks/mda-ki4m1ymttm1jmi07/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】6、7的认识和加减法练习.m3u8
一年级上数学023-解决问题（第1课时）,https://d006.eduyun.cn/videoworks/mda-ki4mxjcwemhmuszn/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题（第1课时）.m3u8
一年级上数学024-解决问题（第2课时）,https://d006.eduyun.cn/videoworks/mda-kjigg129bx6scrxk/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题（第2课时）.m3u8
一年级上数学025-解决问题（第3课时）,https://d006.eduyun.cn/videoworks/mda-kjigk9xvxqidm96r/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题（第3课时）.m3u8
一年级上数学026-8、9的认识,https://d006.eduyun.cn/videoworks/mda-kjigp6z5r2h8c4ab/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】8、9的认识.m3u8
一年级上数学027-8、9的分与合,https://d006.eduyun.cn/videoworks/mda-kjrcxt83rn5s7mcz/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】8、9的分与合.m3u8
一年级上数学028-8、9的加减法,https://d006.eduyun.cn/videoworks/mda-kjrdm4x811679zs1/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】8、9的加减法.m3u8
一年级上数学029-8、9的认识和加减法练习,https://d006.eduyun.cn/videoworks/mda-kjrdrq0rb6pb7t8f/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】8、9的认识和加减法练习.m3u8
一年级上数学030-解决问题,https://d006.eduyun.cn/videoworks/mda-kjxjim8hu2emk3hr/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题.m3u8
一年级上数学031-10的认识,https://d006.eduyun.cn/videoworks/mda-kjxjbvc9pt713adh/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】10的认识.m3u8
一年级上数学032-10的加减法,https://d006.eduyun.cn/videoworks/mda-kjxjcuz525n59qxz/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】10的加减法.m3u8
一年级上数学033-10的认识和加减法练习,https://d006.eduyun.cn/videoworks/mda-kj2d9hr3vniiyrgg/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】10的认识和加减法练习.m3u8
一年级上数学034-连加、连减,https://d006.eduyun.cn/videoworks/mda-kjydm34e65ydb3ah/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】连加、连减.m3u8
一年级上数学035-加减混合,https://d006.eduyun.cn/videoworks/mda-kj4g5wu2b2ybfm58/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】加减混合.m3u8
一年级上数学036-连加、连减、加减混合练习,https://d006.eduyun.cn/videoworks/mda-kj4gpa4e3dubt7we/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】连加、连减、加减混合练习.m3u8
一年级上数学037-6～10的认识和加减法整理和复习（第1课时）,https://d006.eduyun.cn/videoworks/mda-kkci87h4xfefgyzi/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】6～10的认识和加减法整理和复习（第1课时）.m3u8
一年级上数学038-6～10的认识和加减法整理和复习（第2课时）,https://d006.eduyun.cn/videoworks/mda-kj5b9cv275wvxsqr/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】6～10的认识和加减法整理和复习（第2课时）.m3u8
一年级上数学039-11～20各数的认识（第1课时）,https://d006.eduyun.cn/videoworks/mda-kkegs7f8vyzhjqp9/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】11~20各数的认识（第1课时）.m3u8
一年级上数学040-11～20各数的认识（第2课时）,https://d006.eduyun.cn/videoworks/mda-kkeg0xp6dk5e4har/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】11-20各数的认识（第2课时）.m3u8
一年级上数学041-10加几及相应的减法,https://d006.eduyun.cn/videoworks/mda-kkjjc4pr7audqd6j/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】10加几及相应的减法.m3u8
一年级上数学042-十几加几及相应的减法,https://d006.eduyun.cn/videoworks/mda-kkjj2wzytn6h97uc/ykt_tbkt_hls_1080_7/video/一年级数学【（人教版）】十几加几及相应的减法.m3u8
一年级上数学043-解决问题,https://d006.eduyun.cn/videoworks/mda-kknbjvhg4kwypmgw/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题.m3u8
一年级上数学044-数学乐园,https://d006.eduyun.cn/videoworks/mda-kknbv9h0bwrrd1cd/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】数学乐园.m3u8
一年级上数学045-认识钟表,https://d006.eduyun.cn/videoworks/mda-kksi7v5txkf7t7r9/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】认识钟表.m3u8
一年级上数学046-认识钟表练习,https://d006.eduyun.cn/videoworks/mda-kksimx2s6w2z7j3d/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】认识钟表练习课.m3u8
一年级上数学047-9加几（第1课时）,https://d006.eduyun.cn/videoworks/mda-kkvczbmrmk3qa7zc/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】9加几（第1课时）.m3u8
一年级上数学048-9加几（第2课时）,https://d006.eduyun.cn/videoworks/mda-kkzhxeskqar318t0/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】9加几（第2课时）.m3u8
一年级上数学049-8、7、6加几（第1课时）,https://d006.eduyun.cn/videoworks/mda-kkzhtj20yhvipth9/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】8、7、6加几（第1课时）.m3u8
一年级上数学050-8、7、6加几（第2课时）,https://d006.eduyun.cn/videoworks/mda-kkzhn8mszpndd0wx/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】8、7、6加几（第2课时）.m3u8
一年级上数学051-5、4、3、2加几（第1课时）,https://d006.eduyun.cn/videoworks/mda-kk0hu93un5syteua/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】5、4、3、2加几（第1课时）.m3u8
一年级上数学052-5、4、3、2加几（第2课时）,https://d006.eduyun.cn/videoworks/mda-kmadwfbmxv4ig16s/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】5、4、3、2加几（第2课时）.m3u8
一年级上数学053-解决问题（第1课时）,https://d006.eduyun.cn/videoworks/mda-kmadqjwaxcesffm1/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题（第1课时）.m3u8
一年级上数学054-解决问题（第2课时）,https://d006.eduyun.cn/videoworks/mda-kmdgt1bfwym1c2iz/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】解决问题（第2课时）.m3u8
一年级上数学055-20以内的进位加法整理和复习（第1课时）,https://d006.eduyun.cn/videoworks/mda-kmhhmchfv57bqm4n/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】20以内的进位加法整理和复习（第1课时）.m3u8
一年级上数学056-20以内的进位加法整理和复习（第2课时）,https://d006.eduyun.cn/videoworks/mda-kmhhfysaafn1wh72/ykt_tbkt_hls_1080_7/video/一年级【数学（人教版）】20以内的进位加法整理和复习（第2课时）.m3u8
----音乐,#genre#
一年级上音乐001-玩具兵进行曲,https://d006.eduyun.cn/videoworks/mda-kicmsp7h5jq0re1k/ykt_tbkt_hls_1080_7/video/一年级【音乐（人音版）】玩具兵进行曲.m3u8
一年级上音乐002-口哨与小狗,https://d006.eduyun.cn/videoworks/mda-kicmp918af5730mf/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《口哨与小狗》.m3u8
一年级上音乐003-你的名字叫什么？,https://d006.eduyun.cn/videoworks/mda-kidbkkkpsj5nwaee/ykt_tbkt_hls_1080_4/video/一年级音乐（人音版）《你的名字叫什么》.m3u8
一年级上音乐004-拉勾勾,https://d006.eduyun.cn/videoworks/mda-kiggcd909dvh4uks/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《拉勾勾》.m3u8
一年级上音乐005-快乐的一天（1）,https://d006.eduyun.cn/videoworks/mda-kiiq3kfxh7prmzyp/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《快乐的一天》（第一课时）.m3u8
一年级上音乐006-快乐的一天（2）,https://d006.eduyun.cn/videoworks/mda-kipdzi1rutgcji2a/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《快乐的一天》(第二课时).m3u8
一年级上音乐007-其多列,https://d006.eduyun.cn/videoworks/mda-kish07xd4dabc02g/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《其多列》.m3u8
一年级上音乐008-跳绳,https://d006.eduyun.cn/videoworks/mda-kitfczxzn9vj5efq/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《跳绳》.m3u8
一年级上音乐009-中华人民共和国国歌,https://d006.eduyun.cn/videoworks/mda-kiydxdw9bi2yjvy5/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《中华人民共和国国歌》.m3u8
一年级上音乐010-国旗国旗真美丽,https://d006.eduyun.cn/videoworks/mda-ki0cqt163ac5zjm9/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《国旗国旗真美丽》.m3u8
一年级上音乐011-同唱一首歌,https://d006.eduyun.cn/videoworks/mda-ki5a96fwr6azy78q/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《同唱一首歌》.m3u8
一年级上音乐012-音的强弱,https://d006.eduyun.cn/videoworks/mda-kjng1yke6sfn88xy/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）音的强弱.m3u8
一年级上音乐013-快乐的小熊猫,https://d006.eduyun.cn/videoworks/mda-kjqgqxt01bw2nnmt/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《快乐的小熊猫》.m3u8
一年级上音乐014-袋鼠,https://d006.eduyun.cn/videoworks/mda-kjrde5amtvd9s8p0/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《袋鼠》.m3u8
一年级上音乐015-动物说话,https://d006.eduyun.cn/videoworks/mda-kjxjjnn6zsk0qpk3/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《动物说话》.m3u8
一年级上音乐016-咏鹅,https://d006.eduyun.cn/videoworks/mda-kjyd5d1jm82e1fby/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《咏鹅》.m3u8
一年级上音乐017-三个和尚（1）,https://d006.eduyun.cn/videoworks/mda-kj4ggxmc9jyhxib2/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《三个和尚》(第一课时).m3u8
一年级上音乐018-三个和尚（2）,https://d006.eduyun.cn/videoworks/mda-kj5b5sbcdq9m0z11/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《三个和尚》(第二课时).m3u8
一年级上音乐019-劳动最光荣,https://d006.eduyun.cn/videoworks/mda-kkehph0dckymz1s1/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《劳动最光荣》.m3u8
一年级上音乐020-大家来劳动,https://d006.eduyun.cn/videoworks/mda-kkjjejj6qzhtbnd4/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《大家来劳动》.m3u8
一年级上音乐021-小青蛙,https://d006.eduyun.cn/videoworks/mda-kknbrspu3f9hu8ij/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《小青蛙》.m3u8
一年级上音乐022-野蜂飞舞,https://d006.eduyun.cn/videoworks/mda-kksi8rc8nrdasqwj/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《野蜂飞舞》.m3u8
一年级上音乐023-小青蛙找家,https://d006.eduyun.cn/videoworks/mda-kkvc0xzedexcke38/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《小青蛙找家》.m3u8
一年级上音乐024-小蜻蜓,https://d006.eduyun.cn/videoworks/mda-kkzh233qu6ejwtg8/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《小蜻蜓》.m3u8
一年级上音乐025-星光圆舞曲,https://d006.eduyun.cn/videoworks/mda-kk0hsi2axwq9m8yf/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《星光圆舞曲》.m3u8
一年级上音乐026-法国号,https://d006.eduyun.cn/videoworks/mda-kmadvzwvvbs1jz16/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《法国号》.m3u8
一年级上音乐027-快乐的小笛子,https://d006.eduyun.cn/videoworks/mda-kmad61h1gs1gnrt5/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《快乐的小笛子》.m3u8
一年级上音乐028-音的长短,https://d006.eduyun.cn/videoworks/mda-kmhh62t1r96yb8q1/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《音的长短》.m3u8
一年级上音乐029-小拜年,https://d006.eduyun.cn/videoworks/mda-me6a25hvqns53iaa/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《小拜年》.m3u8
一年级上音乐030-龙咚锵,https://d006.eduyun.cn/videoworks/mda-kmhh1ichmnnwjmtr/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《龙咚锵》.m3u8
一年级上音乐031-新年好,https://d006.eduyun.cn/videoworks/mda-kmjhn8891y9skhd7/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《新年好》.m3u8
一年级上音乐032-锣 鼓 镲,https://d006.eduyun.cn/videoworks/mda-kmjiqtk844erfzat/ykt_tbkt_hls_1080_7/video/一年级音乐（人音版）《锣鼓镲》.m3u8
----英语,#genre#
一年级上英语001-第一课时 Wow！ This is my school!,https://d006.eduyun.cn/videoworks/mda-kicmh3s9r8juus89/ykt_tbkt_hls_1080_7/video/一年级英语（人教版）《Unit1 School》（第一课时）.m3u8
一年级上英语002-第二课时 I'm ready for class!,https://d006.eduyun.cn/videoworks/mda-kigg3prux2bgv1ct/ykt_tbkt_hls_1080_7/video/一年级英语（人教版)《Unit1 School》（第二课时）.m3u8
一年级上英语003-第三课时 I have fun in Class.,https://d006.eduyun.cn/videoworks/mda-kigghqgzximnzfn0/ykt_tbkt_hls_1080_7/video/一年级英语（人教版）《Unit1 School》(第三课时).m3u8
一年级上英语004-第四课时 I have fun at school. ,https://d006.eduyun.cn/videoworks/mda-kiiqip136k96x074/ykt_tbkt_hls_1080_7/video/一年级英语（人教版）《Unit1 School》(第四课时).m3u8
一年级上英语005-第五课时 I'm ready for school!,https://d006.eduyun.cn/videoworks/mda-kiiqwhu8ydsp0rt8/ykt_tbkt_hls_1080_7/video/一年级英语（人教版）《Unit1 School》（第五课时）.m3u8
